legal_id,section_id,part_label,title_short,language_code,source_id,legal_title_plain,legal_content_plain_en,legal_title_plain_ms,legal_title_plain_ne,legal_title_plain_bn,legal_title_plain_hi,legal_content_plain_en_ms,legal_content_plain_en_ne,legal_content_plain_en_bn,legal_content_plain_en_hi
48,12,PART II,"Community hall, sports and other recreational facilities",EN,5,Recreation facility requirements,"If there are 100 or more workers living at the workplace, your employer must build a community hall and provide sports and recreation facilities.",Keperluan kemudahan rekreasi,मनोरन्जन सुविधा आवश्यकताहरू,বিনোদন সুবিধার প্রয়োজনীয়তা,मनोरंजन सुविधा आवश्यकताएँ,"Sekiranya terdapat 100 atau lebih pekerja yang tinggal di tempat kerja, majikan anda mesti membina dewan komuniti dan menyediakan kemudahan sukan dan rekreasi.","यदि त्यहाँ 100 वा कार्यस्थलमा बस्ने अधिक कामदारहरू छन् भने, तपाईंको रोजगारदाताले सामुदायिक हल निर्माण गर्न र खेलकुद र मनोरन्जन सुविधाहरू प्रदान गर्नुपर्दछ।",যদি কর্মক্ষেত্রে 100 বা ততোধিক কর্মী থাকেন তবে আপনার নিয়োগকর্তাকে অবশ্যই একটি কমিউনিটি হল তৈরি করতে হবে এবং খেলাধুলা এবং বিনোদনমূলক সুবিধা সরবরাহ করতে হবে।,"यदि कार्यस्थल पर 100 या अधिक श्रमिक रहते हैं, तो आपके नियोक्ता को एक सामुदायिक हॉल का निर्माण करना होगा और खेल और मनोरंजन सुविधाएं प्रदान करनी चाहिए।"
49,13,PART II,No rent or charge to be levied for benefits under this Part,EN,5,No charges for accommodation benefits,"Your employer cannot charge you rent or fees for housing, nursery, community hall, sports facilities, sanitation, or land allotment provided under this law.",Tiada caj untuk faedah penginapan,आवास सुविधाहरूको लागि कुनै शुल्क छैन,আবাসন সুবিধার জন্য কোনও চার্জ নেই,आवास लाभ के लिए कोई शुल्क नहीं,"Majikan anda tidak boleh mengenakan bayaran sewa atau yuran untuk perumahan, tapak semaian, dewan komuniti, kemudahan sukan, sanitasi, atau peruntukan tanah yang disediakan di bawah undang -undang ini.","तपाईंको रोजगारदाताले तपाईंलाई आवास, नर्सरी, नर्स, खेलकुद सुविधा सुविधा, सरसफाई, वा भूमि आवंत्ताको लागि चार्ज गर्न सक्दैनन्।","আপনার নিয়োগকর্তা এই আইনের অধীনে প্রদত্ত আবাসন, নার্সারি, কমিউনিটি হল, ক্রীড়া সুবিধা, স্যানিটেশন বা জমি বরাদ্দের জন্য আপনাকে ভাড়া বা ফি চার্জ করতে পারবেন না।","आपका नियोक्ता आपको आवास, नर्सरी, सामुदायिक हॉल, खेल सुविधाओं, स्वच्छता, या इस कानून के तहत प्रदान किए गए भूमि आवंटन के लिए किराए पर या फीस नहीं दे सकता है।"
50,19,PART III,Medical treatment in estate on which a hospital is not maintained,EN,5,Medical clinic requirements,"If there's no hospital available, your employer must establish and maintain a clinic for treating sick workers and their families, with a registered doctor visiting at least twice a month.",Keperluan Klinik Perubatan,चिकित्सा क्लिनिक आवश्यकताहरू,মেডিকেল ক্লিনিকের প্রয়োজনীয়তা,चिकित्सा क्लिनिक आवश्यकताएँ,"Sekiranya tidak ada hospital yang ada, majikan anda mesti menubuhkan dan mengekalkan klinik untuk merawat pekerja sakit dan keluarga mereka, dengan doktor berdaftar yang melawat sekurang -kurangnya dua kali sebulan.","यदि त्यहाँ कुनै अस्पताल उपलब्ध छैन भने, तपाईंको रोजगारदाताले बिरामी मजदुर र उनीहरूको परिवारलाई उपचारको लागि क्लिनिकलाई कायम राख्न र कायम राख्नै पर्छ, एक जना दुई पटक एक महिनामा दुई पटक भ्रमण गर्न।","যদি কোনও হাসপাতাল উপলব্ধ না থাকে তবে আপনার নিয়োগকর্তাকে অবশ্যই অসুস্থ শ্রমিক এবং তাদের পরিবারের চিকিত্সার জন্য একটি ক্লিনিক স্থাপন এবং রক্ষণাবেক্ষণ করতে হবে, একজন নিবন্ধিত ডাক্তার মাসে কমপক্ষে দু'বার পরিদর্শন করেছেন।","यदि कोई अस्पताल उपलब्ध नहीं है, तो आपके नियोक्ता को बीमार श्रमिकों और उनके परिवारों के इलाज के लिए एक क्लिनिक स्थापित करना और बनाए रखना होगा, एक पंजीकृत डॉक्टर के साथ महीने में कम से कम दो बार दौरा करना चाहिए।"
51,23,PART III,Weekly inspection of employees’ housing,EN,5,Housing inspection requirements,"Your employer must keep your housing area clean and sanitary, maintain proper drainage, collect refuse daily, and ensure bathrooms are clean - with weekly inspections by health officials.",Keperluan pemeriksaan perumahan,आवास निरीक्षण आवश्यकताहरू,আবাসন পরিদর্শন প্রয়োজনীয়তা,आवास निरीक्षण आवश्यकताएँ,"Majikan anda mesti menjaga kawasan perumahan anda bersih dan kebersihan, mengekalkan saliran yang betul, mengumpul sampah setiap hari, dan memastikan bilik mandi bersih - dengan pemeriksaan mingguan oleh pegawai kesihatan.","तपाईंको रोजगारदाताले तपाईंको आवास क्षेत्र सफा र सेनेटरी राख्नुपर्दछ, उचित निकासी कायम राख्नुपर्दछ, दैनिक अस्वीकार गर्नुहोस्, र स्वास्थ्य अधिकारीहरूले साप्ताहिक निरीक्षणहरू।","আপনার নিয়োগকর্তাকে অবশ্যই আপনার আবাসন অঞ্চলটি পরিষ্কার এবং স্যানিটারি রাখতে হবে, যথাযথ নিকাশী বজায় রাখতে হবে, প্রতিদিন প্রত্যাখ্যান সংগ্রহ করতে হবে এবং বাথরুমগুলি পরিষ্কার রয়েছে তা নিশ্চিত করতে হবে - স্বাস্থ্য আধিকারিকদের সাপ্তাহিক পরিদর্শন সহ।","आपके नियोक्ता को अपने आवास क्षेत्र को साफ और सेनेटरी बनाए रखना चाहिए, उचित जल निकासी बनाए रखना चाहिए, दैनिक से इनकार करना चाहिए, और यह सुनिश्चित करना चाहिए कि बाथरूम साफ हों - स्वास्थ्य अधिकारियों द्वारा साप्ताहिक निरीक्षण के साथ।"
52,24D,PART III,Accommodation to be certified with Certificate for Accommodation,EN,5,Accommodation certificate requirement,"Your employer cannot provide accommodation without a Certificate for Accommodation - violating this can result in fines up to RM50,000.",Keperluan sijil penginapan,आवास प्रमाणपत्र आवश्यकता,আবাসন শংসাপত্রের প্রয়োজনীয়তা,आवास प्रमाणपत्र आवश्यकता,"Majikan anda tidak dapat menyediakan penginapan tanpa sijil untuk penginapan - melanggar ini boleh menyebabkan denda sehingga RM50,000.","तपाईंको रोजगारदाता आवासको लागि प्रमाणपत्र बिना आवास प्रदान गर्न सक्दैनन् - यसको मतदान गर्न RM50,000 सम्म जरिवाना हुन सक्छ।","আপনার নিয়োগকর্তা আবাসনের জন্য শংসাপত্র ব্যতীত আবাসন সরবরাহ করতে পারবেন না - এটি লঙ্ঘন করার ফলে আরএম 50,000 পর্যন্ত জরিমানা হতে পারে।","आपका नियोक्ता आवास के लिए एक प्रमाण पत्र के बिना आवास प्रदान नहीं कर सकता है - इसका उल्लंघन करने से RM50,000 तक का जुर्माना हो सकता है।"
53,24E,PART III,Employer to give notice of occupation,EN,5,Employer notification requirement,"Your employer must notify the Director General within 30 days when you occupy accommodation - failure to do so results in fines up to RM10,000.",Keperluan Pemberitahuan Majikan,रोजगारदाता सूचना आवश्यकता,নিয়োগকর্তা বিজ্ঞপ্তি প্রয়োজনীয়তা,नियोक्ता अधिसूचना आवश्यकता,"Majikan anda mesti memberitahu Ketua Pengarah dalam masa 30 hari apabila anda menduduki penginapan - kegagalan untuk berbuat demikian menyebabkan denda sehingga RM10,000.","तपाईंको रोजगारदाताले जनरल जनरललाई days0 दिन भित्र सूचित गर्नुपर्दछ जब तपाईं आवास स्थगित गर्नुहुन्छ - गर्न असफलता RM10,000 सम्ममा परिणामहरू।","আপনি যখন আবাসন দখল করেন তখন আপনার নিয়োগকর্তাকে অবশ্যই 30 দিনের মধ্যে মহাপরিচালককে অবহিত করতে হবে - এটি করতে ব্যর্থতার ফলে আরএম 10,000 পর্যন্ত জরিমানা হয়।","आपके नियोक्ता को 30 दिनों के भीतर महानिदेशक को सूचित करना होगा जब आप आवास पर कब्जा कर लेते हैं - ऐसा करने में विफलता RM10,000 तक जुर्माना में होती है।"
54,24F,PART III,Accommodation to comply with minimum standards,EN,5,Accommodation minimum standards,Your employer or accommodation provider must ensure that every accommodation provided for employees complies with the minimum standards required under this Act or any regulations made thereunder.,Piawaian minimum penginapan,आवास न्यूनतम मापदण्डहरू,আবাসন ন্যূনতম মান,आवास न्यूनतम मानक,Pembekal majikan atau penginapan anda mesti memastikan bahawa setiap penginapan yang disediakan untuk pekerja mematuhi piawaian minimum yang diperlukan di bawah Akta ini atau mana -mana peraturan yang dibuat di bawahnya.,तपाईंको रोजगारदाता वा आवास प्रदायकले यो सुनिश्चित गर्नुपर्दछ कि कर्मचारीहरूको लागि प्रदान गरिएको प्रत्येक आवासले यस ऐन वा कुनै नियम बनाएको छ।,আপনার নিয়োগকর্তা বা আবাসন সরবরাহকারীকে অবশ্যই নিশ্চিত করতে হবে যে কর্মচারীদের জন্য প্রদত্ত প্রতিটি আবাসন এই আইনের অধীনে প্রয়োজনীয় ন্যূনতম মান বা এর অধীনে যে কোনও বিধিবিধান মেনে চলে।,आपके नियोक्ता या आवास प्रदाता को यह सुनिश्चित करना चाहिए कि कर्मचारियों के लिए प्रदान किया गया प्रत्येक आवास इस अधिनियम के तहत आवश्यक न्यूनतम मानकों या उसके द्वारा किए गए किसी भी नियम का अनुपालन करता है।
55,24G,PART III,Deductions in respect of rent or charge for accommodation. Accommodation to comply with minimum standards,EN,5,Rent deductions from wages,"Your employer may collect rent or charges for accommodation provided, but this must be done through deductions from your wages according to conditions prescribed by the Minister.",Potongan sewa dari upah,ज्यालाबाट वाहलाहरू भाडामा लिनुहोस्,মজুরি থেকে ছাড় ছাড়,मजदूरी से किराया कटौती,"Majikan anda boleh mengumpul sewa atau caj untuk penginapan yang disediakan, tetapi ini mesti dilakukan melalui potongan dari upah anda mengikut syarat yang ditetapkan oleh Menteri.","तपाईंको रोजगारदाताले आवासको लागि भाँडा वा शुल्कहरू स collect ्कलन गर्न सक्दछ, तर यो मन्त्रीले दिएको अवस्था अनुसार ज्यालाबाट कटौतीहरूद्वारा कटौती गर्नै पर्दछ।","আপনার নিয়োগকর্তা প্রদত্ত আবাসনের জন্য ভাড়া বা চার্জ সংগ্রহ করতে পারেন, তবে মন্ত্রীর দ্বারা নির্ধারিত শর্তাবলী অনুসারে আপনার মজুরি থেকে ছাড়ের মাধ্যমে এটি করা উচিত।","आपका नियोक्ता प्रदान किए गए आवास के लिए किराया या शुल्क एकत्र कर सकता है, लेकिन यह मंत्री द्वारा निर्धारित शर्तों के अनुसार आपकी मजदूरी से कटौती के माध्यम से किया जाना चाहिए।"
56,24H,PART III,Accommodation to comply with the laws of local authorities,EN,5,Building safety compliance,"Your employer or accommodation provider cannot use any building as accommodation if the building is unfit for human habitation according to relevant written laws. Violating this is an offence with fines up to RM50,000.",Pematuhan keselamatan bangunan,निर्माण सुरक्षा अनुपालन,বিল্ডিং সুরক্ষা সম্মতি,भवन सुरक्षा अनुपालन,"Pembekal majikan atau penginapan anda tidak boleh menggunakan mana -mana bangunan sebagai penginapan jika bangunan itu tidak sesuai untuk kediaman manusia mengikut undang -undang bertulis yang berkaitan. Melanggar ini adalah kesalahan dengan denda sehingga RM50,000.",तपाईंको रोजगारदाता वा आवास प्रदायकले कुनै पनि भवनलाई आमन्त्रितको रूपमा प्रयोग गर्न सक्दैन यदि भवन मानव बनेमको लागि उपयुक्त छ भने। उल्लंघन गर्दै RM5000 सम्म जरिवाना एक अपराध हो।,"প্রাসঙ্গিক লিখিত আইন অনুসারে যদি বিল্ডিংটি মানুষের আবাসের জন্য অযোগ্য হয় তবে আপনার নিয়োগকর্তা বা আবাসন সরবরাহকারী কোনও বিল্ডিংকে আবাসন হিসাবে ব্যবহার করতে পারবেন না। এটি লঙ্ঘন করা আরএম 50,000 পর্যন্ত জরিমানা সহ একটি অপরাধ।","आपका नियोक्ता या आवास प्रदाता किसी भी इमारत का उपयोग आवास के रूप में नहीं कर सकता है यदि भवन प्रासंगिक लिखित कानूनों के अनुसार मानव निवास के लिए अयोग्य है। इसका उल्लंघन करना RM50,000 तक जुर्माना के साथ एक अपराध है।"
57,24I,PART III,Appointment of person in charge of accommodation,EN,5,Decent amenities provision,Your employer or accommodation provider must provide decent and adequate amenities in accordance with this Act or any regulations made thereunder.,Peruntukan kemudahan yang baik,सभ्य सुविधा प्रावधान,শালীন সুযোগসুবিধা বিধান,सभ्य सुविधा प्रावधान,Pembekal majikan atau penginapan anda mesti menyediakan kemudahan yang baik dan mencukupi mengikut Akta ini atau mana -mana peraturan yang dibuat di bawahnya.,तपाईंको रोजगारदाता वा आवास प्रदायकले यस ऐन वा कुनै नियमहरू बमोजिम सभ्य र पर्याप्त सुविधाहरू प्रदान गर्नुपर्दछ।,আপনার নিয়োগকর্তা বা আবাসন সরবরাহকারীকে অবশ্যই এই আইন বা এর অধীনে করা কোনও বিধি অনুসারে শালীন এবং পর্যাপ্ত সুযোগ -সুবিধা সরবরাহ করতে হবে।,आपके नियोक्ता या आवास प्रदाता को इस अधिनियम या उसके द्वारा किए गए किसी भी नियम के अनुसार सभ्य और पर्याप्त सुविधाएं प्रदान करनी चाहिए।
58,24K,Part III,Maintenance,EN,5,Maintenance requirements,Your employer and accommodation provider must ensure that every accommodation provided for employees is maintained as directed by the Director General.,Keperluan penyelenggaraan,मर्मत आवश्यकताहरू,রক্ষণাবেক্ষণের প্রয়োজনীয়তা,रखरखाव आवश्यकताएँ,Pembekal majikan dan penginapan anda mesti memastikan bahawa setiap penginapan yang disediakan untuk pekerja dikekalkan seperti yang diarahkan oleh Ketua Pengarah.,तपाईंको रोजगारदाता र आवास प्रदायकले यो सुनिश्चित गर्नुपर्दछ कि कर्मचारीहरूको लागि प्रदान गरिएको प्रत्येक आवास निर्देशक महानिर्देशक निर्देशक महानिर्देशक निर्देशित गरिएको छ।,আপনার নিয়োগকর্তা এবং আবাসন সরবরাহকারীকে অবশ্যই নিশ্চিত করতে হবে যে কর্মচারীদের জন্য প্রদত্ত প্রতিটি আবাসন মহাপরিচালক দ্বারা নির্দেশিত হিসাবে বজায় রাখা হয়েছে।,आपके नियोक्ता और आवास प्रदाता को यह सुनिश्चित करना चाहिए कि कर्मचारियों के लिए प्रदान किए गए प्रत्येक आवास को महानिदेशक द्वारा निर्देशित के रूप में बनाए रखा जाता है।
59,24M,Part III,Notice to vacate accommodation,EN,5,Notice to vacate,"If you resign or your employment is terminated with at least four weeks' notice, you must vacate the accommodation upon the effective date of termination. If your employment is terminated with less than four weeks' notice or with immediate effect, you must vacate the accommodation within four weeks from the date of notice or termination.",Notis untuk mengosongkan,खाली गर्न सूचना,খালি লক্ষ্য,खाली करने के लिए नोटिस,"Jika anda meletakkan jawatan atau pekerjaan anda ditamatkan dengan notis sekurang -kurangnya empat minggu, anda mesti mengosongkan penginapan pada tarikh penamatan yang berkuatkuasa. Jika pekerjaan anda ditamatkan dengan notis kurang dari empat minggu atau dengan serta -merta, anda mesti mengosongkan penginapan dalam masa empat minggu dari tarikh notis atau penamatan.","यदि तपाईंले राजीनामा गर्नुभयो वा तपाईंको रोजगार कम्तिमा चार हप्ताको सूचनाको साथ समाप्त भयो भने, तपाईंले समाप्तिको प्रभावकारिता मितिमा खाली गर्नुपर्नेछ। यदि तपाईंको रोजगार चार हप्ताको सूचना वा तत्काल प्रभावको साथ समाप्त भयो भने, तपाईंले चार हप्ताको मिति वा समाप्तिको मितिबाट आवासको मिति वा समाप्तिबाट आवास पूरा गर्नुपर्नेछ।",আপনি যদি পদত্যাগ করেন বা আপনার কর্মসংস্থান কমপক্ষে চার সপ্তাহের নোটিশ দিয়ে শেষ করা হয় তবে আপনাকে অবশ্যই সমাপ্তির কার্যকর তারিখের ভিত্তিতে আবাসনটি খালি করতে হবে। যদি আপনার কর্মসংস্থান চার সপ্তাহেরও কম নোটিশ দিয়ে বা তাত্ক্ষণিক প্রভাবের সাথে সমাপ্ত হয় তবে আপনাকে অবশ্যই নোটিশ বা সমাপ্তির তারিখ থেকে চার সপ্তাহের মধ্যে আবাসনটি খালি করতে হবে।,"यदि आप इस्तीफा देते हैं या आपके रोजगार को कम से कम चार सप्ताह के नोटिस के साथ समाप्त कर दिया जाता है, तो आपको समाप्ति की प्रभावी तिथि पर आवास को खाली करना होगा। यदि आपका रोजगार चार सप्ताह से कम समय के नोटिस या तत्काल प्रभाव से समाप्त हो जाता है, तो आपको नोटिस या समाप्ति की तारीख से चार सप्ताह के भीतर आवास को खाली करना होगा।"
60,24N,Part III,Employer not obligated to provide accommodation for employees’ dependants,EN,5,No obligation for dependants,Your employer is not obligated to provide accommodation for your dependants even if you are provided with accommodation under this Part.,Tiada kewajipan untuk tanggungan,आश्रितको लागि दायित्व छैन,নির্ভরশীলদের জন্য কোনও বাধ্যবাধকতা নেই,आश्रितों के लिए कोई दायित्व नहीं,Majikan anda tidak diwajibkan untuk menyediakan penginapan untuk tanggungan anda walaupun anda diberikan penginapan di bawah bahagian ini.,तपाईंको नियोक्ता तपाईंको आश्रितको लागि आवास प्रदान गर्न बाध्य छैन यदि तपाईंलाई यस अंश अन्तर्गत आवासको साथ प्रदान गरिएको छ।,আপনার নিয়োগকর্তা আপনার এই অংশের অধীনে আবাসন সরবরাহ করা হলেও আপনার নির্ভরশীলদের জন্য আবাসন সরবরাহ করতে বাধ্য নয়।,"आपका नियोक्ता आपके आश्रितों के लिए आवास प्रदान करने के लिए बाध्य नहीं है, भले ही आपको इस भाग के तहत आवास प्रदान किया गया हो।"
61,4,PART II,Exemption,EN,5,Ministerial exemption power,The Minister may by order exempt from all or any of the provisions of this Act any employer or class of employers or any building or class of buildings specified in the order.,Kuasa pengecualian menteri,मन्त्री डिस्प्सन पावर,মন্ত্রিপরিষদ ছাড় শক্তি,मंत्रिस्तरीय छूट शक्ति,Menteri boleh dengan perintah dikecualikan daripada semua atau mana -mana peruntukan Akta ini mana -mana majikan atau kelas majikan atau mana -mana bangunan atau kelas bangunan yang dinyatakan dalam perintah itu.,मन्त्रीले सबै वा कुनै पनि प्रावधानको कुनै पनि अंशबाट छुटकारा दिन सक्दछ वा कुनै पनि रोजगारदाता वा रोजगारदाताहरू वा कुनै भवन वा कुनै पनि भवन वा आदेशको कक्षाको कक्षाको वर्ग।,মন্ত্রী এই আইনের সমস্ত বা যে কোনও বিধান থেকে কোনও নিয়োগকর্তা বা নিয়োগকর্তার শ্রেণি বা আদেশে উল্লিখিত কোনও বিল্ডিং বা শ্রেণীর বিল্ডিংয়ের বিধান থেকে অব্যাহতি দেওয়ার আদেশ দিয়ে।,मंत्री इस अधिनियम के सभी या किसी भी प्रावधान से किसी भी नियोक्ता या नियोक्ता या किसी भी भवन या किसी भी भवन या भवनों के वर्ग से मुक्त हो सकते हैं।
62,5,PART II,Building to comply with requirements,EN,5,Building compliance requirements,"No employer shall house or cause or permit to be housed any employee in any building which does not comply with the provisions of this Act or any regulations made thereunder. Buildings used for housing employees before this Act commenced may continue to be used if they comply with previous written laws, provided they are converted to comply with this Act. The Director General may permit existing buildings to continue being used subject to conditions and for periods he deems fit. If buildings do not comply after investigation, the Director General may order demolition, replacement, alteration, repair or making good of deficiencies with at least three months' notice.",Keperluan pematuhan bangunan,अनुपालन आवश्यकताहरू निर्माण,বিল্ডিং সম্মতি প্রয়োজনীয়তা,निर्माण अनुपालन आवश्यकताओं,"Tiada majikan boleh menempatkan atau menyebabkan atau membenarkan ditempatkan di mana -mana pekerja di mana -mana bangunan yang tidak mematuhi peruntukan Akta ini atau mana -mana peraturan yang dibuat di bawahnya. Bangunan yang digunakan untuk pekerja perumahan sebelum Akta ini dimulakan boleh terus digunakan jika mereka mematuhi undang -undang bertulis terdahulu, dengan syarat mereka ditukar untuk mematuhi Akta ini. Ketua Pengarah boleh membenarkan bangunan sedia ada untuk terus digunakan tertakluk kepada syarat -syarat dan untuk tempoh yang dianggapnya sesuai. Jika bangunan tidak mematuhi selepas siasatan, Ketua Pengarah boleh memerintahkan perobohan, penggantian, perubahan, pembaikan atau membuat kekurangan kekurangan dengan sekurang -kurangnya tiga bulan notis.","कुनै पनि रोजगारदाताले घर वा कारण वा कारण वा कुनै पनि भवनमा कुनै पनि कर्मचारीलाई हानी गर्न सक्दैन जुन यसले यस कार्यको प्रावधानको पालना गर्दैन वा कुनै नियम बनाउँदैन। भवनहरू यस ऐन अगाडिका कर्मचारीहरूका लागि प्रयोग गरिएका छन् यदि उनीहरूले अघिल्लो लिखित कानूनहरू पालना गरे भने, यदि तिनीहरू पहिले लिखित कानूनको पालना गरे भने, तिनीहरूलाई यो कार्यको पालना गरियो। निर्देशक जनरलले अवस्थित भवनहरू सर्तहरूको लागि प्रस्तुत गरिएका विभागहरू र समयका लागि उपयुक्त भवनहरू दिन अनुमति दिन सक्छन्। यदि भवनहरू अनुसन्धान पछि पालना गर्दैनन्, महानिर्देशक निर्देशक, प्रतिस्थापन, प्रतिस्थापन, परिवर्तन, मर्मत वा न्यूनतम तीन महिनासम्म कमीको साथ अभाव हुन सक्छ।","কোনও নিয়োগকর্তা এই আইনের বিধান বা এর অধীনে যে কোনও বিধিবিধান মেনে চলেন না এমন কোনও বিল্ডিংয়ের কোনও কর্মচারীকে রাখার জন্য বা কারণ বা অনুমতি দেবেন না। এই আইন শুরুর আগে আবাসন কর্মীদের জন্য ব্যবহৃত বিল্ডিংগুলি যদি তারা পূর্ববর্তী লিখিত আইনগুলি মেনে চলেন তবে তারা এই আইনটি মেনে চলার জন্য রূপান্তরিত হয় তবে তারা ব্যবহার করা অব্যাহত থাকতে পারে। মহাপরিচালক বিদ্যমান বিল্ডিংগুলিকে শর্ত সাপেক্ষে ব্যবহার চালিয়ে যাওয়ার অনুমতি দিতে পারেন এবং সময়কালের জন্য তিনি উপযুক্ত বলে মনে করেন। যদি বিল্ডিংগুলি তদন্তের পরে মেনে না নেয়, মহাপরিচালক কমপক্ষে তিন মাসের নোটিশ সহ ঘাটতিগুলি ধ্বংস, প্রতিস্থাপন, পরিবর্তন, মেরামত বা ভাল করার আদেশ দিতে পারেন।","कोई भी नियोक्ता किसी भी इमारत में किसी भी कर्मचारी को रखे जाने के लिए घर या कारण या अनुमति नहीं देगा, जो इस अधिनियम के प्रावधानों या किसी भी नियम के प्रावधानों का अनुपालन नहीं करता है। इस अधिनियम शुरू होने से पहले आवास कर्मचारियों के लिए उपयोग की जाने वाली इमारतों का उपयोग किया जा सकता है यदि वे पिछले लिखित कानूनों का पालन करते हैं, बशर्ते कि वे इस अधिनियम का पालन करने के लिए परिवर्तित हो जाएं। महानिदेशक मौजूदा इमारतों को शर्तों के लिए उपयोग किए जाने के लिए जारी रखने की अनुमति दे सकते हैं और अवधि के लिए वह फिट होते हैं। यदि इमारतें जांच के बाद अनुपालन नहीं करती हैं, तो महानिदेशक कम से कम तीन महीने के नोटिस के साथ विध्वंस, प्रतिस्थापन, परिवर्तन, मरम्मत या कमियों को कम करने का आदेश दे सकते हैं।"
