option_id,option_text_en,option_order,option_explanation_text_en,is_correct,question_id,answer_id,result_id,user_id,topic_id,legal_topic_mapping_id,option_explanation_text_en_ms,option_explanation_text_en_ne,option_explanation_text_en_bn,option_explanation_text_en_hi
136,Delay allowed,D,Incorrect - Non-compliance can lead to extra fines until payment.,False,40,,,,5,35,Tidak betul - Ketidakpatuhan boleh menyebabkan denda tambahan sehingga pembayaran.,गलत - गैर-अनुपालन भुक्तानी नभएसम्म थप जरिवानाहरू निम्त्याउन सक्छ।,ভুল - অ -সম্মতি অর্থ প্রদান না হওয়া পর্যন্ত অতিরিক্ত জরিমানার দিকে নিয়ে যেতে পারে।,गलत - गैर -अनुपालन से भुगतान तक अतिरिक्त जुर्माना हो सकता है।
137,Normal rate,A,Incorrect - At least 1.5× the normal hourly rate.,False,41,,,,6,37,Tidak betul - sekurang -kurangnya 1.5 × kadar setiap jam biasa.,गलत - कम्तिमा 1.55 × सामान्य घण्टाको दर।,ভুল - কমপক্ষে 1.5 × স্বাভাবিক প্রতি ঘন্টা হার।,गलत - कम से कम 1.5 × सामान्य प्रति घंटा दर।
138,1.25×,B,Incorrect - At least 1.5× the normal hourly rate.,False,41,,,,6,37,Tidak betul - sekurang -kurangnya 1.5 × kadar setiap jam biasa.,गलत - कम्तिमा 1.55 × सामान्य घण्टाको दर।,ভুল - কমপক্ষে 1.5 × স্বাভাবিক প্রতি ঘন্টা হার।,गलत - कम से कम 1.5 × सामान्य प्रति घंटा दर।
139,1.5×,C,Correct - At least 1.5× the normal hourly rate.,True,41,,,,6,37,Betul - sekurang -kurangnya 1.5 × kadar setiap jam biasa.,सहि - कम्तिमा 1.55 × सामान्य घण्टाको दर।,সঠিক - কমপক্ষে 1.5 × স্বাভাবিক প্রতি ঘন্টা হার।,सही - कम से कम 1.5 × सामान्य प्रति घंटा दर।
140,2×,D,Incorrect - At least 1.5× the normal hourly rate.,False,41,,,,6,37,Tidak betul - sekurang -kurangnya 1.5 × kadar setiap jam biasa.,गलत - कम्तिमा 1.55 × सामान्य घण्टाको दर।,ভুল - কমপক্ষে 1.5 × স্বাভাবিক প্রতি ঘন্টা হার।,गलत - कम से कम 1.5 × सामान्य प्रति घंटा दर।
141,1 day's pay,A,Incorrect - More than half rest-day work = 2 days' wages.,False,42,,,,6,38,Tidak betul - lebih daripada separuh kerja rehat hari = upah 2 hari.,गलत - आधा आराम दिन भन्दा बढी काम = 2 दिन 'ज्याला।,ভুল - অর্ধেকেরও বেশি বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - आधे से अधिक आराम -दिन का काम = 2 दिन की मजदूरी।
142,2 days' pay,B,Correct - More than half rest-day work = 2 days' wages.,True,42,,,,6,38,Betul - lebih daripada separuh kerja rehat hari = upah 2 hari.,सही - आधा आराम दिन काम = 2 दिनको ज्याला।,সঠিক - অর্ধেকেরও বেশি বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,सही - आधे से अधिक आराम -दिन का काम = 2 दिन की मजदूरी।
143,1.5× hourly rate,C,Incorrect - More than half rest-day work = 2 days' wages.,False,42,,,,6,38,Tidak betul - lebih daripada separuh kerja rehat hari = upah 2 hari.,गलत - आधा आराम दिन भन्दा बढी काम = 2 दिन 'ज्याला।,ভুল - অর্ধেকেরও বেশি বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - आधे से अधिक आराम -दिन का काम = 2 दिन की मजदूरी।
144,Normal pay,D,Incorrect - More than half rest-day work = 2 days' wages.,False,42,,,,6,38,Tidak betul - lebih daripada separuh kerja rehat hari = upah 2 hari.,गलत - आधा आराम दिन भन्दा बढी काम = 2 दिन 'ज्याला।,ভুল - অর্ধেকেরও বেশি বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - आधे से अधिक आराम -दिन का काम = 2 दिन की मजदूरी।
145,Monthly ÷ 30,A,Incorrect - Monthly ÷ 26 (or weekly ÷ 6).,False,43,,,,6,39,Tidak betul - bulanan ÷ 26 (atau mingguan ÷ 6).,गलत - मासिक ÷ 26 (वा साप्ताहिक ÷))।,ভুল - মাসিক ÷ 26 (বা সাপ্তাহিক ÷ 6)।,गलत - मासिक (26 (या साप्ताहिक) 6)।
146,Monthly ÷ 26,B,Correct - Monthly ÷ 26 (or weekly ÷ 6).,True,43,,,,6,39,Betul - bulanan ÷ 26 (atau mingguan ÷ 6).,सहि - मासिक ÷ 26 (वा वा साप्ताहिक ÷))।,সঠিক - মাসিক ÷ 26 (বা সাপ্তাহিক ÷ 6)।,सही - मासिक (26 (या साप्ताहिक) 6)।
147,Weekly ÷ 7,C,Incorrect - Monthly ÷ 26 (or weekly ÷ 6).,False,43,,,,6,39,Tidak betul - bulanan ÷ 26 (atau mingguan ÷ 6).,गलत - मासिक ÷ 26 (वा साप्ताहिक ÷))।,ভুল - মাসিক ÷ 26 (বা সাপ্তাহিক ÷ 6)।,गलत - मासिक (26 (या साप्ताहिक) 6)।
148,Monthly ÷ 20,D,Incorrect - Monthly ÷ 26 (or weekly ÷ 6).,False,43,,,,6,39,Tidak betul - bulanan ÷ 26 (atau mingguan ÷ 6).,गलत - मासिक ÷ 26 (वा साप्ताहिक ÷))।,ভুল - মাসিক ÷ 26 (বা সাপ্তাহিক ÷ 6)।,गलत - मासिक (26 (या साप्ताहिक) 6)।
149,Yes,A,Incorrect - OT must be paid at least 1.5×.,False,44,,,,6,37,Tidak betul - OT mesti dibayar sekurang -kurangnya 1.5 ×.,गलत - ओटलाई कम्तिमा 1. 1.5 × p भुक्तान गर्नुपर्दछ।,ভুল - ওটি অবশ্যই কমপক্ষে 1.5 × প্রদান করতে হবে ×,गलत - ओटी को कम से कम 1.5 × का भुगतान किया जाना चाहिए।
150,No,B,Correct - OT must be paid at least 1.5×.,True,44,,,,6,37,Betul - OT mesti dibayar sekurang -kurangnya 1.5 ×.,सहि - ओट कम्तिमा 1.55 × p भुक्तान गर्नुपर्दछ।,সঠিক - ওটি অবশ্যই কমপক্ষে 1.5 × প্রদান করতে হবে ×,सही - ओटी को कम से कम 1.5 × का भुगतान किया जाना चाहिए।
151,,A,Incorrect - Half rest-day work = 1 day's wages.,False,45,,,,6,38,Tidak betul - Kerja separuh hari ini = upah 1 hari.,गलत - आधा आराम दिन काम = 1 दिनको ज्याला।,ভুল - হাফ রেস্ট -ডে ওয়ার্ক = 1 দিনের মজুরি।,गलत - आधा आराम -दिन का काम = 1 दिन की मजदूरी।
152,1 day's wages,B,Correct - Half rest-day work = 1 day's wages.,True,45,,,,6,38,Betul - separuh hari kerja rehat = upah 1 hari.,सही - आधा आराम दिन काम = 1 दिनको ज्याला।,সঠিক - হাফ রেস্ট -ডে ওয়ার্ক = 1 দিনের মজুরি।,सही - आधा आराम -दिन का काम = 1 दिन की मजदूरी।
153,2 days' wages,C,Incorrect - Half rest-day work = 1 day's wages.,False,45,,,,6,38,Tidak betul - Kerja separuh hari ini = upah 1 hari.,गलत - आधा आराम दिन काम = 1 दिनको ज्याला।,ভুল - হাফ রেস্ট -ডে ওয়ার্ক = 1 দিনের মজুরি।,गलत - आधा आराम -दिन का काम = 1 दिन की मजदूरी।
154,Normal pay only,D,Incorrect - Half rest-day work = 1 day's wages.,False,45,,,,6,38,Tidak betul - Kerja separuh hari ini = upah 1 hari.,गलत - आधा आराम दिन काम = 1 दिनको ज्याला।,ভুল - হাফ রেস্ট -ডে ওয়ার্ক = 1 দিনের মজুরি।,गलत - आधा आराम -दिन का काम = 1 दिन की मजदूरी।
155,1 day's wages,A,Incorrect - Full rest-day work = 2 days' wages.,False,46,,,,6,38,Tidak betul - Kerja rehat penuh hari = upah 2 hari.,गलत - पूर्ण विश्राम-दिन काम = 2 दिन 'ज्याला।,ভুল - পুরো বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - पूर्ण आराम -दिन का काम = 2 दिन की मजदूरी।
156,2 days' wages,B,Correct - Full rest-day work = 2 days' wages.,True,46,,,,6,38,Betul - kerja rehat penuh penuh = upah 2 hari.,सही - पूर्ण विश्राम-दिन काम = 2 दिन 'ज्याला।,সঠিক - পুরো বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,सही - पूर्ण आराम -दिन का काम = 2 दिन की मजदूरी।
157,1.5× hourly rate,C,Incorrect - Full rest-day work = 2 days' wages.,False,46,,,,6,38,Tidak betul - Kerja rehat penuh hari = upah 2 hari.,गलत - पूर्ण विश्राम-दिन काम = 2 दिन 'ज्याला।,ভুল - পুরো বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - पूर्ण आराम -दिन का काम = 2 दिन की मजदूरी।
158,Normal pay,D,Incorrect - Full rest-day work = 2 days' wages.,False,46,,,,6,38,Tidak betul - Kerja rehat penuh hari = upah 2 hari.,गलत - पूर्ण विश्राम-दिन काम = 2 दिन 'ज्याला।,ভুল - পুরো বিশ্রাম -দিনের কাজ = 2 দিনের মজুরি।,गलत - पूर्ण आराम -दिन का काम = 2 दिन की मजदूरी।
159,Normal rate,A,Incorrect - OT on rest day must be at least double hourly rate.,False,47,,,,6,38,Tidak betul - pada hari rehat mestilah sekurang -kurangnya kadar dua jam.,गलत - सिड्स दिन मा ओट कम्तिमा दुई घण्टा घण्टा दर हुनुपर्दछ।,ভুল - বিশ্রামের দিনটিতে ওটি অবশ্যই কমপক্ষে ডাবল প্রতি ঘন্টা হার হতে হবে।,गलत - ओटी ऑन रेस्ट डे कम से कम दोगुना प्रति घंटा दर होनी चाहिए।
160,1.5×,B,Incorrect - OT on rest day must be at least double hourly rate.,False,47,,,,6,38,Tidak betul - pada hari rehat mestilah sekurang -kurangnya kadar dua jam.,गलत - सिड्स दिन मा ओट कम्तिमा दुई घण्टा घण्टा दर हुनुपर्दछ।,ভুল - বিশ্রামের দিনটিতে ওটি অবশ্যই কমপক্ষে ডাবল প্রতি ঘন্টা হার হতে হবে।,गलत - ओटी ऑन रेस्ट डे कम से कम दोगुना प्रति घंटा दर होनी चाहिए।
161,2× hourly rate,C,Correct - OT on rest day must be at least double hourly rate.,True,47,,,,6,38,Betul - pada hari rehat mestilah sekurang -kurangnya kadar dua jam.,सहि - ओटलाई आराम दिन कम्तिमा दुई पटक दुई घण्टा दर हुनुपर्दछ।,সঠিক - বিশ্রামের দিনটিতে ওটি অবশ্যই কমপক্ষে ডাবল প্রতি ঘন্টা হার হতে হবে।,सही - ओटी ऑन रेस्ट डे कम से कम दोगुने प्रति घंटा की दर होनी चाहिए।
162,No pay,D,Incorrect - OT on rest day must be at least double hourly rate.,False,47,,,,6,38,Tidak betul - pada hari rehat mestilah sekurang -kurangnya kadar dua jam.,गलत - सिड्स दिन मा ओट कम्तिमा दुई घण्टा घण्टा दर हुनुपर्दछ।,ভুল - বিশ্রামের দিনটিতে ওটি অবশ্যই কমপক্ষে ডাবল প্রতি ঘন্টা হার হতে হবে।,गलत - ओटी ऑन रेस्ट डे कम से कम दोगुना प्रति घंटा दर होनी चाहिए।
163,Yes,A,Incorrect - Must use monthly ÷ 26.,False,48,,,,6,39,Tidak betul - mesti menggunakan bulanan ÷ 26.,गलत - मासिक ÷ 2 26 प्रयोग गर्नुपर्दछ।,ভুল - অবশ্যই মাসিক ÷ 26 ব্যবহার করতে হবে।,गलत - मासिक। 26 का उपयोग करना चाहिए।
164,No,B,Correct - Must use monthly ÷ 26.,True,48,,,,6,39,Betul - mesti menggunakan bulanan ÷ 26.,सहि - मासिक ÷ 26 प्रयोग गर्नुपर्नेछ।,সঠিক - অবশ্যই মাসিক ÷ 26 ব্যবহার করতে হবে।,सही - मासिक। 26 का उपयोग करना चाहिए।
165,100 sqm,A,Incorrect - 250 square meters.,False,49,,,,7,40,Tidak betul - 250 meter persegi.,गलत - 250 वर्ग मीटर।,ভুল - 250 বর্গ মিটার।,गलत - 250 वर्ग मीटर।
166,150 sqm,B,Incorrect - 250 square meters.,False,49,,,,7,40,Tidak betul - 250 meter persegi.,गलत - 250 वर्ग मीटर।,ভুল - 250 বর্গ মিটার।,गलत - 250 वर्ग मीटर।
167,200 sqm,C,Incorrect - 250 square meters.,False,49,,,,7,40,Tidak betul - 250 meter persegi.,गलत - 250 वर्ग मीटर।,ভুল - 250 বর্গ মিটার।,गलत - 250 वर्ग मीटर।
168,250 sqm,D,Correct - 250 square meters.,True,49,,,,7,40,Betul - 250 meter persegi.,सही - 250 वर्ग मीटर।,সঠিক - 250 বর্গ মিটার।,सही - 250 वर्ग मीटर।
169,Nothing extra,A,Incorrect - Community hall and recreation facilities are required.,False,50,,,,7,41,Tidak betul - Kemudahan Dewan Komuniti dan Rekreasi diperlukan.,गलत - सामुदायिक हल र मनोरन्जन सुविधाहरू आवश्यक छन्।,ভুল - কমিউনিটি হল এবং বিনোদন সুবিধা প্রয়োজন।,गलत - सामुदायिक हॉल और मनोरंजन सुविधाओं की आवश्यकता है।
170,Community hall & recreation facilities,B,Correct - Community hall and recreation facilities are required.,True,50,,,,7,41,Betul - Kemudahan Dewan Komuniti dan Rekreasi diperlukan.,सही - सामुदायिक हल र मनोरन्जन सुविधाहरू आवश्यक छ।,সঠিক - কমিউনিটি হল এবং বিনোদন সুবিধা প্রয়োজন।,सही - सामुदायिक हॉल और मनोरंजन सुविधाओं की आवश्यकता है।
171,Only clinic,C,Incorrect - Community hall and recreation facilities are required.,False,50,,,,7,41,Tidak betul - Kemudahan Dewan Komuniti dan Rekreasi diperlukan.,गलत - सामुदायिक हल र मनोरन्जन सुविधाहरू आवश्यक छन्।,ভুল - কমিউনিটি হল এবং বিনোদন সুবিধা প্রয়োজন।,गलत - सामुदायिक हॉल और मनोरंजन सुविधाओं की आवश्यकता है।
172,Only dorm rooms,D,Incorrect - Community hall and recreation facilities are required.,False,50,,,,7,41,Tidak betul - Kemudahan Dewan Komuniti dan Rekreasi diperlukan.,गलत - सामुदायिक हल र मनोरन्जन सुविधाहरू आवश्यक छन्।,ভুল - কমিউনিটি হল এবং বিনোদন সুবিধা প্রয়োজন।,गलत - सामुदायिक हॉल और मनोरंजन सुविधाओं की आवश्यकता है।
173,Government,A,Incorrect - Employer must maintain a clinic with doctor visits.,False,51,,,,7,42,Tidak betul - Majikan mesti mengekalkan klinik dengan lawatan doktor.,गलत - रोजगारदाता डाक्टर भ्रमणको साथ क्लिनिक कायम गर्नै पर्छ।,ভুল - নিয়োগকর্তাকে অবশ্যই ডাক্তার ভিজিট সহ একটি ক্লিনিক বজায় রাখতে হবে।,गलत - नियोक्ता को डॉक्टर के दौरे के साथ एक क्लिनिक बनाए रखना चाहिए।
174,Employer,B,Correct - Employer must maintain a clinic with doctor visits.,True,51,,,,7,42,Betul - Majikan mesti mengekalkan klinik dengan lawatan doktor.,सहि - रोजगारदाता डाक्टर भ्रमणको साथ क्लिनिक कायम गर्नै पर्छ।,সঠিক - নিয়োগকর্তাকে অবশ্যই ডাক্তার ভিজিট সহ একটি ক্লিনিক বজায় রাখতে হবে।,सही - नियोक्ता को डॉक्टर के दौरे के साथ एक क्लिनिक बनाए रखना चाहिए।
175,Union,C,Incorrect - Employer must maintain a clinic with doctor visits.,False,51,,,,7,42,Tidak betul - Majikan mesti mengekalkan klinik dengan lawatan doktor.,गलत - रोजगारदाता डाक्टर भ्रमणको साथ क्लिनिक कायम गर्नै पर्छ।,ভুল - নিয়োগকর্তাকে অবশ্যই ডাক্তার ভিজিট সহ একটি ক্লিনিক বজায় রাখতে হবে।,गलत - नियोक्ता को डॉक्टर के दौरे के साथ एक क्लिनिक बनाए रखना चाहिए।
176,NGO,D,Incorrect - Employer must maintain a clinic with doctor visits.,False,51,,,,7,42,Tidak betul - Majikan mesti mengekalkan klinik dengan lawatan doktor.,गलत - रोजगारदाता डाक्टर भ्रमणको साथ क्लिनिक कायम गर्नै पर्छ।,ভুল - নিয়োগকর্তাকে অবশ্যই ডাক্তার ভিজিট সহ একটি ক্লিনিক বজায় রাখতে হবে।,गलत - नियोक्ता को डॉक्टर के दौरे के साथ एक क्लिनिक बनाए रखना चाहिए।
177,Yes,A,Correct - Certificate for Accommodation is required.,True,52,,,,7,43,Betul - Sijil untuk penginapan diperlukan.,सही - आवासको लागि प्रमाणपत्र आवश्यक छ।,সঠিক - আবাসনের জন্য শংসাপত্র প্রয়োজন।,सही - आवास के लिए प्रमाण पत्र की आवश्यकता है।
178,No,B,Incorrect - Certificate for Accommodation is required.,False,52,,,,7,43,Tidak betul - Sijil untuk penginapan diperlukan.,गलत - आवासको लागि प्रमाणपत्र आवश्यक छ।,ভুল - আবাসনের জন্য শংসাপত্র প্রয়োজন।,गलत - आवास के लिए प्रमाण पत्र की आवश्यकता है।
179,Yes,A,Incorrect - Rent/charges must be deducted via wages under prescribed conditions.,False,53,,,,7,44,Tidak betul - Sewa/caj mesti ditolak melalui upah di bawah syarat yang ditetapkan.,गलत - भाँडा / शुल्कहरू निर्धारित सर्तहरू अन्तर्गत ज्याला मार्फत कटौती हुनुपर्दछ।,ভুল - নির্ধারিত শর্তে মজুরির মাধ্যমে ভাড়া/চার্জগুলি কেটে নেওয়া উচিত।,गलत - किराए/शुल्क को निर्धारित शर्तों के तहत मजदूरी के माध्यम से काट दिया जाना चाहिए।
180,No,B,Correct - Rent/charges must be deducted via wages under prescribed conditions.,True,53,,,,7,44,Betul - Sewa/caj mesti ditolak melalui upah di bawah syarat yang ditetapkan.,सही - भाँडा / शुल्कहरू निर्धारित सर्तहरू अन्तर्गत ज्याला मार्फत कटौती हुनुपर्दछ।,সঠিক - নির্ধারিত শর্তে মজুরির মাধ্যমে ভাড়া/চার্জগুলি কেটে নেওয়া উচিত।,सही - किराया/शुल्क निर्धारित शर्तों के तहत मजदूरी के माध्यम से काट दिया जाना चाहिए।
181,Yes,A,Incorrect - Unfit buildings cannot be used for accommodation.,False,54,,,,7,45,Tidak betul - Bangunan yang tidak sesuai tidak boleh digunakan untuk penginapan.,गलत - असीमित भवनहरू आवासको लागि प्रयोग गर्न सकिदैन।,ভুল - অযোগ্য বিল্ডিংগুলি আবাসনের জন্য ব্যবহার করা যাবে না।,गलत - अनफिट इमारतों का उपयोग आवास के लिए नहीं किया जा सकता है।
182,No,B,Correct - Unfit buildings cannot be used for accommodation.,True,54,,,,7,45,Betul - Bangunan yang tidak sesuai tidak boleh digunakan untuk penginapan.,सही - अयोग्य भवनहरू आवासको लागि प्रयोग गर्न सकिदैन।,সঠিক - অযোগ্য বিল্ডিংগুলি আবাসনের জন্য ব্যবহার করা যাবে না।,सही - आवास के लिए अनफिट इमारतों का उपयोग नहीं किया जा सकता है।
183,,A,Incorrect - Adequate water and electricity must be provided.,False,55,,,,7,47,Tidak betul - Air dan elektrik yang mencukupi mesti disediakan.,गलत - पर्याप्त पानी र बिजुली प्रदान गर्नुपर्दछ।,ভুল - পর্যাপ্ত জল এবং বিদ্যুৎ সরবরাহ করতে হবে।,गलत - पर्याप्त पानी और बिजली प्रदान की जानी चाहिए।
184,Only electricity,B,Incorrect - Adequate water and electricity must be provided.,False,55,,,,7,47,Tidak betul - Air dan elektrik yang mencukupi mesti disediakan.,गलत - पर्याप्त पानी र बिजुली प्रदान गर्नुपर्दछ।,ভুল - পর্যাপ্ত জল এবং বিদ্যুৎ সরবরাহ করতে হবে।,गलत - पर्याप्त पानी और बिजली प्रदान की जानी चाहिए।
185,Only water,C,Incorrect - Adequate water and electricity must be provided.,False,55,,,,7,47,Tidak betul - Air dan elektrik yang mencukupi mesti disediakan.,गलत - पर्याप्त पानी र बिजुली प्रदान गर्नुपर्दछ।,ভুল - পর্যাপ্ত জল এবং বিদ্যুৎ সরবরাহ করতে হবে।,गलत - पर्याप्त पानी और बिजली प्रदान की जानी चाहिए।
186,Water and electricity,D,Correct - Adequate water and electricity must be provided.,True,55,,,,7,47,Betul - air dan elektrik yang mencukupi mesti disediakan.,सुधार गर्नुहोस् - पर्याप्त पानी र बिजुली प्रदान गर्नुपर्दछ।,সঠিক - পর্যাপ্ত জল এবং বিদ্যুৎ সরবরাহ করতে হবে।,सही - पर्याप्त पानी और बिजली प्रदान की जानी चाहिए।
187,Yes,A,Incorrect - Worker generally has up to 4 weeks to vacate after short-notice termination.,False,56,,,,7,46,Tidak betul - Pekerja umumnya mempunyai sehingga 4 minggu untuk mengosongkan selepas penamatan notis pendek.,गलत - श्रमिक सामान्यतया छोटो सूचना टर्मिनेसन पछि खाली ठाउँसम्म छ।,ভুল - স্বল্প -নোটিশ সমাপ্তির পরে খালি করতে শ্রমিকের সাধারণত 4 সপ্তাহ পর্যন্ত থাকে।,गलत - कार्यकर्ता को आमतौर पर शॉर्ट -नोटिस समाप्ति के बाद खाली करने के लिए 4 सप्ताह तक होता है।
188,No,B,Correct - Worker generally has up to 4 weeks to vacate after short-notice termination.,True,56,,,,7,46,Betul - Pekerja umumnya mempunyai sehingga 4 minggu untuk mengosongkan selepas penamatan notis pendek.,सही - श्रमिक सामान्यतया छोटो सूचना टर्मिनेसन पछि खाली ठाउँसम्म सम्ममा छ।,সঠিক - স্বল্প -নোটিশ সমাপ্তির পরে খালি করতে শ্রমিকের সাধারণত 4 সপ্তাহ পর্যন্ত থাকে।,सही - कार्यकर्ता को आमतौर पर शॉर्ट -नोटिस समाप्ति के बाद खाली करने के लिए 4 सप्ताह तक होता है।
189,"Provide safe equipment and systems, training, emergency procedures",A,"Correct - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",True,57,,,,8,49,"Betul - Majikan mesti memastikan keselamatan, latihan, sistem selamat, kemudahan, dan prosedur kecemasan.","सही - नियोक्ताहरूले सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधा, र आपतकालीन प्रक्रियाहरू सुनिश्चित गर्नै पर्छ।","সঠিক - নিয়োগকারীদের অবশ্যই সুরক্ষা, প্রশিক্ষণ, নিরাপদ সিস্টেম, সুবিধা এবং জরুরি পদ্ধতিগুলি নিশ্চিত করতে হবে।","सही - नियोक्ताओं को सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधाएं और आपातकालीन प्रक्रियाओं को सुनिश्चित करना चाहिए।"
190,Only pay on time,B,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,57,,,,8,49,"Tidak betul - Majikan mesti memastikan keselamatan, latihan, sistem selamat, kemudahan, dan prosedur kecemasan.","गलत - रोजगारदाताहरूले सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधा, र आर्मीहरूको प्रक्रिया सुनिश्चित गर्नुपर्दछ।","ভুল - নিয়োগকারীদের অবশ্যই সুরক্ষা, প্রশিক্ষণ, নিরাপদ সিস্টেম, সুবিধা এবং জরুরি পদ্ধতিগুলি নিশ্চিত করতে হবে।","गलत - नियोक्ताओं को सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधाएं और आपातकालीन प्रक्रियाएं सुनिश्चित करनी चाहिए।"
191,Nothing specific,C,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,57,,,,8,49,"Tidak betul - Majikan mesti memastikan keselamatan, latihan, sistem selamat, kemudahan, dan prosedur kecemasan.","गलत - रोजगारदाताहरूले सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधा, र आर्मीहरूको प्रक्रिया सुनिश्चित गर्नुपर्दछ।","ভুল - নিয়োগকারীদের অবশ্যই সুরক্ষা, প্রশিক্ষণ, নিরাপদ সিস্টেম, সুবিধা এবং জরুরি পদ্ধতিগুলি নিশ্চিত করতে হবে।","गलत - नियोक्ताओं को सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधाएं और आपातकालीन प्रक्रियाएं सुनिश्चित करनी चाहिए।"
192,Leave to workers,D,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,57,,,,8,49,"Tidak betul - Majikan mesti memastikan keselamatan, latihan, sistem selamat, kemudahan, dan prosedur kecemasan.","गलत - रोजगारदाताहरूले सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधा, र आर्मीहरूको प्रक्रिया सुनिश्चित गर्नुपर्दछ।","ভুল - নিয়োগকারীদের অবশ্যই সুরক্ষা, প্রশিক্ষণ, নিরাপদ সিস্টেম, সুবিধা এবং জরুরি পদ্ধতিগুলি নিশ্চিত করতে হবে।","गलत - नियोक्ताओं को सुरक्षा, प्रशिक्षण, सुरक्षित प्रणाली, सुविधाएं और आपातकालीन प्रक्रियाएं सुनिश्चित करनी चाहिए।"
193,Ignore safety rules,A,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,58,,,,8,50,Tidak betul - Pekerja mesti bekerjasama dengan keselamatan dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले सुरक्षामा सहयोग गर्नुपर्दछ र ppe लगाउँछन्; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - শ্রমিকদের অবশ্যই সুরক্ষায় সহযোগিতা করতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को सुरक्षा पर सहयोग करना चाहिए और पीपीई पहनना चाहिए; उल्लंघनों के लिए दंड लागू होता है।
194,Care for own & others' safety and wear PPE,B,Correct - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,True,58,,,,8,50,Betul - Pekerja mesti bekerjasama dengan keselamatan dan memakai PPE; Penalti memohon pelanggaran.,सहि - कामदारहरूले सुरक्षामा सहयोग गर्नुपर्दछ र ppe लगाउँछन्; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,সঠিক - শ্রমিকদের অবশ্যই সুরক্ষায় সহযোগিতা করতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,सही - श्रमिकों को सुरक्षा पर सहयोग करना चाहिए और पीपीई पहनना चाहिए; उल्लंघनों के लिए दंड लागू होता है।
195,Never report hazards,C,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,58,,,,8,50,Tidak betul - Pekerja mesti bekerjasama dengan keselamatan dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले सुरक्षामा सहयोग गर्नुपर्दछ र ppe लगाउँछन्; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - শ্রমিকদের অবশ্যই সুরক্ষায় সহযোগিতা করতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को सुरक्षा पर सहयोग करना चाहिए और पीपीई पहनना चाहिए; उल्लंघनों के लिए दंड लागू होता है।
196,Choose any equipment,D,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,58,,,,8,50,Tidak betul - Pekerja mesti bekerjasama dengan keselamatan dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले सुरक्षामा सहयोग गर्नुपर्दछ र ppe लगाउँछन्; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - শ্রমিকদের অবশ্যই সুরক্ষায় সহযোগিতা করতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को सुरक्षा पर सहयोग करना चाहिए और पीपीई पहनना चाहिए; उल्लंघनों के लिए दंड लागू होता है।
197,No penalty,A,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,59,,,,8,50,"Tidak betul - Denda sehingga RM2,000 atau penjara sehingga 3 bulan.","गलत - rm2,000 सम्म rm2,000 सम्म जेलमा।","ভুল - আরএম 2,000 বা 3 মাস পর্যন্ত জেল পর্যন্ত জরিমানা।","गलत - RM2,000 तक का जुर्माना या 3 महीने तक की जेल।"
