org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
755,Klinik Kesihatan Arau,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,https://www.facebook.com/farmasikkarau,+604-986 1218,"Arau, 2600 Arau, Kangar",Monday-Friday 08:00-17:00,Arau Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
756,Klinik Kesihatan Beseri,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,https://www.facebook.com/kkbeseri/?locale=ms_MY,+604-938 1355,"Jalan Bukit Keteri, 2400 Beseri, Kangar",Monday-Friday 08:00-17:00,Beseri Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
757,Klinik Kesihatan Kaki Bukit,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,https://www.instagram.com/explore/locations/572663502/klinik-kesihatan-kaki-bukit-perlis-malaysia/,+604-945 6237,"Kaki Bukit, 2200 Kali Bukit, Kangar",Monday-Friday 08:00-17:00,Kaki Bukit Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
758,Klinik Kesihatan Kangar,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,https://www.facebook.com/klinikkesihatankangar/,+604-977 8333,"Jalan Kolam Air, 1000 Kangar, Kangar",Monday-Friday 08:00-17:00,Kangar Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
759,Klinik Kesihatan Kuala Perlis,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,No URL,+604-985 4259,"Batu 7, Jalan Kuala Perlis, 2000 Kuala Perlis, Kangar",Monday-Thursday 08:00-13:00 and 14:00-21:30; Friday 08:00-12:15 and 14:45-21:30; Saturday 08:00-13:00,Kuala Perlis Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
760,Klinik Kesihatan Kuala Sanglang,Health & Wellbeing-Public Health Centre,klinikkesihatankualasanglang01@gmail.com,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,https://www.facebook.com/kliniksanglang/?locale=ms_MY,+604-794 0216,"Kuala Sanglang, 2800 Kuala Sanglang, Kangar",Monday-Friday 08:00-17:00,Kuala Sanglang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
761,Klinik Kesihatan Kampung Gial,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,No URL,+604-986 1177,"Kampung Gial, 2500 Mata Air, Kangar",Monday-Friday 08:00-17:00,Kampung Gial Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
762,Klinik Kesihatan Padang Besar,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,No URL,+604-949 0333,"KM 37, Jalan Padang Besar, 2500 Padang Besar, Kangar",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:45 and 14:45-17:00,Padang Besar Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
763,Klinik Kesihatan Simpang Empat,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",9,No URL,+604-980 7214,"Simpang Empat, 2700 Simpang Empat, Kangar",Monday-Friday 08:00-17:00,Simpang Empat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
764,Klinik Kesihatan Bayan Baru,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-642 5102,"Jalan Tengah, 11950 Bayan Lepas, Barat Daya",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:45 and 14:45-17:00,Bayan Baru Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
765,Klinik Kesihatan Bayan Lepas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-643 5434,"Lot 1157, Mulim 12, 11900 Bayan Lepas, Barat Daya",Monday-Friday 08:00-17:00,Bayan Lepas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
766,Klinik Kesihatan Teluk Bahang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/4756978/klinik-kesihatan-teluk-bahang/?hl=en,+604-885 1951,"Lot 669, Mukim 2, 11050 Teluk Bahang, Barat Daya",Monday-Friday 08:00-16:00,Teluk Bahang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
767,Klinik Kesihatan Bandar Tasik Mutiara,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.facebook.com/BandarTasekMutiaraClinic/,+604-507 9855,"Tingkat 1, Pearl City Mall ( C Mart) Lot 1720, Persiaran Mutiara 4, Pusat Komersial Bandar Tasek Mutiara , Simpang Ampat, Malaysia",Monday-Friday 08:00-17:00,Bandar Tasik Mutiara Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
768,Klinik Kesihatan Nibong Tebal,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/154260104716958/klinik-kesihatan-nibong-tebal/,+604-559 3135,"Lot 320, Mukim 17, 14300 Nibong Tebal, Seberang Perai Selatan",24hr,Nibong Tebal Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment, 24/7"
769,Klinik Kesihatan Sungai Acheh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/502356300132016/klinik-kesihatan-sg-acheh/,+604-598 1733,"Lot 1376, Mukim 10, Sungai Acheh, 14300 Nibong Tebal, Seberang Perai Selatan",Monday-Friday 08:00-04:30,Sungai Acheh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
770,Klinik Kesihatan Bukit Panchor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-593 1679,"Lot 1866, Mukim 7, Jalan Bukit Panchor, 14300 Nibong Tebal, Seberang Perai Selatan",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:45 and 14:45-17:00,Bukit Panchor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
771,Klinik Kesihatan Berapit,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-539 5400,"Lot 89, Mukim 17, Berapit, 14000 Bukit Mertajam, Seberang Perai Tengah",Monday-Friday 08:00-17:00,Berapit Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
772,Klinik Kesihatan Kubang Semang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-539 0654,"Lot 807, Mukim 5, Kubang Semang, 14000 Bukit Mertajam, Seberang Perai Tengah",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:45 and 14:45-17:00,Kubang Semang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
773,Klinik Kesihatan Machang Bubok,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-551 5985,"No FR 30, Lot 585 Mukim 16, Perkampungan Machang Bubok, 14000 Bukit Mertajam, Seberang Perai Tengah",Monday-Friday 08:00-17:00,Machang Bubok Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
774,Klinik Kesihatan Perai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-390 1477,"Lot 329, Mukim 1, Jalan Baru Perai, 13600 Perai, Seberang Perai Tengah",Monday-Friday 08:00-17:00,Perai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
775,Klinik Kesihatan Permatang Pauh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-398 1380,"PWD 662, PT 67, Mukim 2, Jalan Sama Gagah, 13500 Permatang Pauh, Seberang Perai Tengah",,Permatang Pauh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
776,Klinik Kesihatan Seberang Jaya,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-390 0264,"Lot 340, Mukim 1, Jalan Perpustakaan, 13700 Seberang Jaya, Seberang Perai Tengah",,Seberang Jaya Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
777,Klinik Kesihatan Bukit Minyak,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-507 1355,"PT 35, Mukim 14, Jalan Bukit Minyak, 14000 Bukit Mertajam, Seberang Perai Tengah",,Bukit Minyak Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
778,Klinik Kesihatan Mak Mandin,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-324 4685,"Lot 2882, Seksyen 3, Jalan Mak Mandin, 13400 Butterworth, Seberang Perai Utara",,Mak Mandin Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
779,Klinik Kesihatan Sungai Dua,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-356 4355,"Lot 2349, Mukim 11, Sungai Dua, 13800 Butterworth, Seberang Perai Utara",,Sungai Dua Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
780,Klinik Kesihatan Kepala Batas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/97924403/klinik-kesihatan-kepala-batas/,+604-575 6755,"Lot 1466, Mukim 6, Jalan Sheikh Mohd Tahir, 13200 Kepala Batas, Seberang Perai Utara",Monday-Friday 08:00-17:00,Kepala Batas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
781,Klinik Kesihatan Kuala Muda,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-579 3405,"Lot 1794, Mukim 1, Jalan Kuala Muda, 13110 Penaga, Seberang Perai Utara",,Kuala Muda Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
782,Klinik Kesihatan Tasek Gelugor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-573 5025,"Lot 1944, Mukim 12, 13300 Tasek Gelugor, Seberang Perai Utara",,Tasek Gelugor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
783,Klinik Kesihatan Butterworth,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-323 3828,"Lot 1699, Seksyen 4, Jalan Bagan Luar, 12000 Butterworth, Seberang Perai Utara",,Butterworth Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
784,Klinik Kesihatan Penaga,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/144334609539127/klinik-kesihatan-penaga/,+604-579 1718,"Lot 3001, Mukim 5, 13110 Penaga, Seberang Prai Utara",Monday-Friday 08:00-17:00,Penaga Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
785,Klinik Kesihatan Air Itam,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-828 3355,"Lot 322, Seksyen 3, Jalan Bukit Bendera, 11500 Ayer Itam, Timur Laut",,Air Itam Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
786,Klinik Kesihatan Bandar Baru Air Itam,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-826 6267,"Lot 10094 & 2584, Mukim 13, No 8 Jalan Angsana, 11500 Bandar Baru Air Itam, Timur Laut",,Bandar Baru Air Itam Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
787,Klinik Kesihatan Bukit Bendera,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-829 9406,"Bukit Bendera, 11300 Bukit Bendera, Timur Laut",,Bukit Bendera Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
788,Klinik Kesihatan Bukit Jambul,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-644 8521,"Blok D No 2759 & 2758 Tingkat Bawah Taman Bukit Jambul, 11900 Bukit Jambul, Timur Laut",,Bukit Jambul Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
789,Klinik Kesihatan Jalan Macalister,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/1990599711180801/klinik-kesihatan-jalan-macalister/,+604-228 9610,"Lot 1762, Seksyen 12, Jalan Macalister, 10400 Georgetown, Timur Laut",Monday-Friday 08:00-17:00,Jalan Macalister Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
790,Klinik Kesihatan Jalan Perak,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,https://www.instagram.com/explore/locations/168111437312877/klinik-kesihatan-jalan-perak-pulau-pinang/,+604-281 2033,"Lot 174,175 & 648, Seksyen 2, Jalan Perak, Bandar Jelutong, 11600 Georgetown, Timur Laut",Monday-Friday 08:00-17:00,Jalan Perak Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
791,Klinik Kesihatan Lebuh Muntri,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-262 0024,"Jalan Lebuh Muntri, Georgetown, 10400 Georgetown, Timur Laut",,Lebuh Muntri Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
792,Klinik Kesihatan Tanjung Bungah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",7,No URL,+604-899 0953,"Lot 1835, Jalan Lembah Permai, 11200 Tanjung Bungah, Timur Laut",,Tanjung Bungah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
793,"Klinik Kesihatan Kota Klias, Beaufort",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-788 1143,"Kampung Kilas, 89807 Beaufort, Beaufort",Monday-Friday 08:00-17:00,Kota Klias Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
794,"Klinik Kesihatan Padas Damit, Beaufort",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-720 9653,"Kampung Padas Damit, 89807 Beaufort, Beaufort",Monday-Friday 08:00-17:00,Padas Damit Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
795,"Klinik Kesihatan Weston, Beaufort",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-787 1201,"Pekan Weston, Beaufort (d/a Pejabat Kesihatan Kawasan Beaufort, Peti Surat 101), 89807 Beaufort, Beaufort",Monday-Friday 08:00-17:00,Weston Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
796,"Klinik Kesihatan Membakut, Beaufort",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-788 7541,"Pekan Membakut, 89728 Membakut, Beaufort",Monday-Friday 08:00-17:00,Membakut Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
797,Klinik Kesihatan Abuan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-923 9005,"Kampung Abuan, 90108 Beluran, Beluran","No information available, contact for more details",Abuan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
798,"Klinik Kesihatan Jambongan, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-923 9304,"Pulau Jambongan, Jambongan, 90108 Beluran, Beluran",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:30 and 14:00-17:00,Jambongan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
799,"Klinik Kesihatan Lingkabau, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-988 6603,"Kampung Lingkabau, Lingkabau, 90108 Beluran, Beluran",Monday-Friday 08:00-17:00,"Lingkabau, Beluran Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
800,Klinik Kesihatan Tagas-Tagas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-923 9700,"Kampung Tagas-Tagas,Tagas-tagas, 90108 Beluran, Beluran","No information available, contact for more details",Tagas-Tagas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
802,"Klinik Kesihatan Nangoh Rumedi, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-950 2003,"Kampung Nangoh Rumedi, 90108 Nangoh, Beluran","No information available, contact for more details","Nangoh Rumedi, Beluran Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
803,"Klinik Kesihatan Paitan, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-926 2005,"Pekan Paitan, 90108 Paitan, Beluran","No information available, contact for more details",Paitan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
804,"Klinik Kesihatan Kuala Sapi, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-855 2602,"Kampung Kuala Sapi, 90107 Sapi, Beluran","No information available, contact for more details","Kuala Sapi, Beluran Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
805,Klinik Kesihatan Sungai-Sungai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-889 2002,"Kampung Sungai-Sungai, 90107 Sungai Sungai, Beluran",Monday-Friday 08:00-17:00,Sungai-Sungai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
806,"Klinik Kesihatan Tangkarason, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-889 2001,"Kampung Tangkarason, 90108 Tangkarason, Beluran","No information available, contact for more details",Tangkarason Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment, Urgent"
807,"Klinik Kesihatan Telupid, Beluran",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-952 1733,"Pekan Telupid, 89300 Telupid, Beluran",Monday-Friday 08:00-17:00,Telupid Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
