"org_id","org_name","service_type","org_email","org_descr_en","state_code","org_url","org_phone_no","org_address","operation_hour","org_en","tag"
"830","Klinik Kesihatan Suangpai, Kudat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-889 6609","Kg Suangpai, 89059 Kudat, Kudat",,"Suangpai, Kudat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"831","Klinik Kesihatan Nangka Lotong, Kudat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-863 7014","Kg Lotong, 89059 Lotong, Kudat",,"Nangka Lotong, Kudat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"832","Klinik Kesihatan Matunggong, Kudat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-862 1897","Kg. Matunggong, 89059 Matunggong, Kudat",,"Matunggong, Kudat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"833","Klinik Kesihatan Sikuati, Kudat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-861 2381","Pekan Sikuati, 89059 Sikuati, Kudat",,"Sikuati, Kudat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"834","Klinik Kesihatan Tinangol, Kudat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-861 3702","Kampung Tinangol, 89059 Tinangol, Kudat",,"Tinangol, Kudat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"835","Klinik Kesihatan Bukit Belacon, Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-984 5001","Bukit Belacan, Segama, 91120 Lahad Datu, Lahad Datu",,"Bukit Belacon, Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"836","Klinik Kesihatan Felda Sahabat, Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-981 1912","Desa Kencana,Felda Sahabat 16, 91120 Lahad Datu, Lahad Datu",,"Felda Sahabat, Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"837","Klinik Kesihatan Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-988 5110","Jalam Silam, Bandar Lahad Datu, 91120 Lahad Datu, Lahad Datu",,"Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"838","Klinik Kesihatan Silabukan Scheme, Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-982 1510","Kampung Silabukan, 91120 Silabukan, Lahad Datu",,"Silabukan Scheme, Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"839","Klinik Kesihatan Pulau Tambisan, Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-981 6001","Pekan Tambisan, 91120 Tambisan, Lahad Datu",,"Pulau Tambisan, Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"840","Klinik Kesihatan Tungku, Lahad Datu","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-987 1125","Pekan Tungku, 91120 Tungku, Lahad Datu",,"Tungku, Lahad Datu Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"841","Klinik Kesihatan Pagalungan, Nabawan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-774 3001","Simpang Tiga Sungai Pensiangan Lolongan, Kampung Pagalungan, 89957 Pensiangan, Nabawan",,"Pagalungan, Nabawan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"842","Klinik Kesihatan Sepulot, Nabawan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-777 3005","Pekan Sepulot, 89957 Pensiangan, Nabawan",,"Sepulot, Nabawan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"843","Klinik Kesihatan Nabawan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-736 6199","Pekan Nabawan, 89957 Pesiangan, Nabawan",,"Nabawan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"844","Klinik Kesihatan Pensiangan, Nabawan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-736 6220","Pekan Pesiangan, 89957 Pesiangan, Nabawan",,"Pensiangan, Nabawan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"845","Klinik Kesihatan Bongawan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-786 1771","Jln. Besar Pekan Bongawan, 89700 Bongawan, Papar",,"Bongawan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"846","Klinik Kesihatan Kinarut","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-875 4039","Jalan Spur, Pekan Kinarut, 89608 Kinarut, Papar",,"Kinarut Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"847","Klinik Kesihatan Kuala Papar","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-891 1028","Kampung Kuala Papar, 89700 Papar, Papar",,"Kuala Papar Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"848","Klinik Kesihatan Ulu Kimanis, Papar","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-773 0204","Kampung Ulu Kimanis, Kimanis, 89700 Papar, Papar",,"Ulu Kimanis, Papar Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"849","Klinik Kesihatan Penampang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-871 7978","KM 12, Jalan Tambunan, WDT 29, 89500 Donggongon, Penampang",,"Penampang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"850","Klinik Kesihatan Bongkol, Pitas","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-868 4940","Kampung Bongkol, Bongkol, 89059 Kudat, Pitas",,"Bongkol, Pitas Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"851","Klinik Kesihatan Dandun, Pitas","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-868 7849","Kampung Dandun, Dandun, 89059 Kudat, Pitas",,"Dandun, Pitas Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"852","Klinik Kesihatan Pantai, Pitas","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-867 5008","Kampung Pantai, Pantai, 89059 Kudat, Pitas",,"Pantai, Pitas Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"853","Klinik Kesihatan Telaga, Pitas","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-863 8005","Kampung Telaga, Telaga, Pitas, 89059 Kudat, Pitas",,"Telaga, Pitas Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"854","Klinik Kesihatan Putatan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-876 5704","KM 11 Jalan Putatan, 89500 Donggongong, Putatan",,"Putatan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"855","Klinik Kesihatan Bundu Tuhan, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-888 9505","Jalan Keranau, Kg Bundu Tuhan, 89308 Ranau, Ranau",,"Bundu Tuhan, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"856","Klinik Kesihatan Kaingaran, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-889 4000","Kampung Kaingaran, 89307 Ranau, Ranau",,"Kaingaran, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"857","Klinik Kesihatan Kundasang, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-888 9722","Jalan Kampung Lembah Permai, 89307 Ranau, Ranau",,"Kundasang, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"858","Klinik Kesihatan Paginatan, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-889 7203","Kampung Paginatan, 89307 Ranau, Ranau",,"Paginatan, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"859","Klinik Kesihatan Perancangan, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-866 6102","Kg Perancangan, 89307 Ranau, Ranau",,"Perancangan, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"860","Klinik Kesihatan Timbua, Ranau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-895 9027","Kampung Timbua (Pejabat Kesihatan Ranau, Peti Surat 32), 89307 Ranau, Ranau",,"Timbua, Ranau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"861","Klinik Kesihatan Batu 10, Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-953 7649","Batu 10, 90500 Sandakan, Sandakan",,"Batu 10, Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"862","Klinik Kesihatan Pulau Libaran, Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-966 8493","Kg Pulau Libaran, 90500 Sandakan, Sandakan",,"Pulau Libaran, Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"863","Klinik Kesihatan Pulau Nunuyan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-923 9600","Kg Pulau Nunuyun, 90500 Sandakan, Sandakan",,"Pulau Nunuyan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"864","Klinik Kesihatan Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-922 5800","Kilometer 3.2, Jalan Utara, 90500 Sandakan, Sandakan",,"Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"865","Klinik Kesihatan Suan Lamba, Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-925 8009","Kampung Suan Lamba, 90500 Suan Lamba, Sandakan",,"Suan Lamba, Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"866","Klinik Kesihatan Sungai Manila, Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-953 1377","Kampung Sungai Manila, 90500 Sungai Manila, Sandakan",,"Sungai Manila, Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"867","Klinik Kesihatan Ulu Dusun, Sandakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-956 8826","Kampung Ulu Dusun, Ulu Dusun, 90500 Tongod, Sandakan",,"Ulu Dusun, Sandakan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"868","Klinik Kesihatan Pulau Bum-Bum, Semporna","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-979 2003","Kg Pulau Bum-Bum, 91308 Semporna, Semporna",,"Pulau Bum-Bum, Semporna Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"869","Klinik Kesihatan Semporna","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-978 1695","Kg Semporna (Pejabat Kesihatan Semporna, Peti Surat no 395), 91308 Semporna, Semporna",,"Semporna Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"870","Klinik Kesihatan Meligan, Sipitang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-782 1066","Kampung Meligan, 89857 Meligan, Sipitang",,"Meligan, Sipitang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"871","Klinik Kesihatan Mendulong","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-772 1163","Kampung Mendulong, 89857 Mendulong, Sipitang",,"Mendulong Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"872","Klinik Kesihatan Sindumin, Sipitang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-781 1134","Pekan Sindumin, 89857 Sindumin, Sipitang",,"Sindumin, Sipitang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"873","Klinik Kesihatan Long Pasia, Sipitang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-782 1066","Kampung Long Pasia, Long Pasia, 89857 Sipitang, Sipitang",,"Long Pasia, Sipitang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"874","Klinik Kesihatan Patau, Tambunan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-777 3318","Jalan Tambunan-Ranau, KM 12, 89657 Tambunan, Tambunan",,"Patau, Tambunan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"875","Klinik Kesihatan Sunsuron, Tambunan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-777 3318","Jalan Tambunan-Kota Kinabalu, Simpang Kanan, SK Sunsuron, 89657 Tambunan, Tambunan",,"Sunsuron, Tambunan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"876","Klinik Kesihatan Apas Balung","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-995 1029","Jalan Apas Balung, 91008 Tawau, Tawau",,"Apas Balung Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"877","Klinik Kesihatan Felda Umas Umas, Tawau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-992 6540","Tingkat 7, Bangunan Persekutuan, Peti Surat 990, 91008 Tawau, Tawau",,"Felda Umas Umas, Tawau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"878","Klinik Kesihatan Merotai Besar","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-990 2601","Jalan SMK Merotai, 91008 Tawau, Tawau",,"Merotai Besar Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"879","Klinik Kesihatan Sungai Tamang, Tawau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-979 7100","Kampung Sungai Tamang, 91008 Tawau, Tawau",,"Sungai Tamang, Tawau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"880","Klinik Kesihatan Tawau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-977 5710","Pejabat Kesihatan Daerah Tawau, Tingkat 7, Wisma Persekutuan, Peti Surat 990, 91008 Tawau, Tawau",,"Tawau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"881","Klinik Kesihatan Kemabong, Tenom","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-773 6896","Pekan Kembong, 89907 Kemabong, Tenom",,"Kemabong, Tenom Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"882","Klinik Kesihatan Kuala Tomani, Tenom","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-774 1004","Kampung Kuala Tonomi, 89907 Tenom, Tenom",,"Kuala Tomani, Tenom Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"883","Klinik Kesihatan Melalap, Tenom","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-730 2409","Pekan Melalap, 89007 Tenom, Tenom",,"Melalap, Tenom Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"884","Klinik Kesihatan Penangah, Tongod","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-772 1917","Pekan Penangah, 90200 Kinabatangan, Tongod",,"Penangah, Tongod Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"885","Klinik Kesihatan Entilidon, Tongod","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-956 1975","Jalan Tongod, Kampung Entilibon, Kinabatangan, 90200 Tongod, Tongod",,"Entilidon, Tongod Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"886","Klinik Kesihatan Mengkawagu, Tongod","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-772 1918","Jalan Tongod, Kampung Mengkawagu, 90200 Tongod, Tongod",,"Mengkawagu, Tongod Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"887","Klinik Kesihatan Minusoh, Tongod","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-772 1923","Kampung Minusoh, Kinabatangan, 90200 Tongod, Tongod",,"Minusoh, Tongod Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"888","Klinik Kesihatan Tongod","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-771 9004","Pekan Tongod, 90200 Tongod, Tongod",,"Tongod Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"889","Klinik Kesihatan Kiulu, Tuaran","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-878 2830","Jalan Keluk, 89207 Tamparuli, Tuaran",,"Kiulu, Tuaran Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"890","Klinik Kesihatan Tamparuli, Tuaran","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-878 2349","W.D.T 59, 89275 Tamparuli, Tuaran",,"Tamparuli, Tuaran Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"891","Klinik Kesihatan Serusop, Tuaran","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","12","No URL","+608-879 4311","Jalan SRK Serusop, Kampung Serusop, 89208 Tuaran, Tuaran",,"Serusop, Tuaran Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
